UserID,SignupDate,Age,Gender,City,State,Country,Language,SignupDay,SignupTime,DeviceModel,OSDetails,ISP,CurrentWalletBalance,IsFreeConsultationTaken,HasInitiatedConsultation,HasTakenChat,HasTakenCall,HasTakenOther,HasRated,HasReviewed,HadPositiveInteraction,HadNegativeInteraction,HasUsedGift,AppLaunches_0_30,AppLaunches_30_60,AppLaunches_60_90,AppLaunches_90Plus,IsActiveClevertap_0_30,IsActiveClevertap_30_60,IsActiveClevertap_60_90,NoOfNotificationsClicked,NoOfNotificationsViewed,HasUninstalled,HasPushUnregistered,AcquisitionSource,FirstEventName,Campaign,Adgroup,DaysSinceLastConsultation,DaysSinceLastRecharge,EngagementTrend_30_vs_60,NotificationCTR,ConsultationCount,LowWalletFlag,DecliningEngagementFlag,LowNotificationCTRFlag,Churn_30D,Churn_60D,Churn_90D
100199,2026-03-26,27,Male,Delhi,Tamil Nadu,India,English,Tue,Night,Redmi Note,Android 14,Vi,303.6,0,1,0,0,0,0,0,1,0,0,15,6,13,36,1,1,1,3,24,0,0,organic,app_launch,welcome,C,85,33,2.2857142857142856,0.125,0,0,0,0,1,0,1
100200,2024-12-04,45,Male,Mumbai,Maharashtra,India,Hindi,Sat,Morning,Vivo V27,iOS 16,Other,75.92,1,0,1,1,0,0,0,1,0,1,7,15,9,33,1,1,0,3,22,0,0,referral,notification_open,brand,D,99,164,0.5,0.13636363636363635,2,1,1,0,1,1,1
100201,2025-02-23,20,Female,Hyderabad,Maharashtra,India,Tamil,Mon,Night,iPhone 13,iOS 16,Airtel,253.59,1,0,0,1,0,0,0,0,0,0,7,18,19,32,0,1,0,4,31,0,0,referral,promo_click,organic,A,96,69,0.42105263157894735,0.12903225806451613,1,0,1,0,1,1,1
100202,2025-11-14,57,Male,Bengaluru,Karnataka,India,Hindi,Mon,Evening,Vivo V27,iOS 16,Other,923.51,0,0,0,1,0,0,1,0,0,1,8,7,10,38,1,1,1,3,20,0,0,organic,promo_click,brand,B,127,20,1.125,0.15,1,0,0,0,0,0,1
100203,2024-08-08,41,Female,Chennai,West Bengal,India,Tamil,Tue,Afternoon,OnePlus Nord,Android 12,Other,137.91,1,1,0,0,0,0,0,1,0,0,7,5,13,33,1,1,1,6,37,0,1,google,signup,remarketing,C,121,149,1.3333333333333333,0.16216216216216217,0,0,0,0,1,0,1
100204,2025-03-08,29,Female,Delhi,Telangana,India,Hindi,Mon,Evening,OnePlus Nord,iOS 17,Airtel,144.76,1,1,1,0,0,0,0,1,0,0,8,17,18,27,1,1,1,4,16,0,1,meta,view_home,brand,C,41,62,0.5,0.25,1,0,1,0,1,1,1
100205,2024-12-08,53,Male,Kolkata,Karnataka,UK,Tamil,Wed,Evening,OnePlus Nord,Android 14,Airtel,230.33,0,1,0,0,0,0,0,0,0,0,7,12,14,29,1,1,1,3,13,1,1,meta,app_launch,organic,D,158,87,0.6153846153846154,0.23076923076923078,0,0,1,0,1,1,1
100206,2025-12-16,36,Female,Hyderabad,Maharashtra,UK,English,Fri,Morning,OnePlus Nord,Android 12,Jio,44.13,1,0,1,0,0,0,0,0,0,0,7,12,7,27,1,1,1,3,21,0,0,google,promo_click,brand,B,144,63,0.6153846153846154,0.14285714285714285,1,1,1,0,1,1,1
100207,2026-04-28,49,Female,Bengaluru,Tamil Nadu,India,English,Fri,Evening,iPhone 13,Android 12,Airtel,443.71,0,1,1,1,0,0,0,0,0,0,6,10,5,39,1,1,1,3,17,0,0,google,view_home,install,B,62,108,0.6363636363636364,0.17647058823529413,2,0,1,0,1,1,1
100208,2025-11-30,50,Male,Hyderabad,Delhi,India,Telugu,Thu,Afternoon,Vivo V27,Android 14,Airtel,50.53,0,0,1,0,0,0,0,0,0,0,7,8,10,26,1,1,1,1,24,0,0,referral,promo_click,brand,A,107,94,0.8888888888888888,0.041666666666666664,1,1,0,1,1,1,1
100209,2024-11-07,33,Female,Delhi,Karnataka,India,Telugu,Fri,Evening,Vivo V27,iOS 16,BSNL,667.54,1,0,0,1,0,1,0,1,0,0,4,14,16,29,1,0,1,2,26,1,1,google,promo_click,brand,A,162,98,0.3333333333333333,0.07692307692307693,1,0,1,1,1,1,1
100210,2026-03-01,54,Male,Chennai,Telangana,India,Hindi,Thu,Night,iPhone 13,iOS 17,Jio,208.97,0,1,0,1,0,1,0,0,0,0,5,11,16,32,1,1,1,1,22,0,0,crm,app_launch,welcome,C,76,172,0.5,0.045454545454545456,1,0,1,1,1,1,1
100211,2025-05-11,48,Female,Delhi,Delhi,UAE,Telugu,Wed,Evening,Samsung A14,iOS 17,Airtel,53.18,0,0,1,0,1,0,1,0,0,0,12,12,12,31,1,0,1,2,28,0,0,organic,promo_click,install,B,85,161,1.0,0.07142857142857142,2,1,0,1,1,1,1
100212,2024-09-11,33,Female,Delhi,Karnataka,India,Hindi,Wed,Afternoon,Samsung A14,Android 12,Vi,118.12,1,1,0,1,0,0,0,0,0,1,10,11,24,48,1,1,1,4,19,0,1,google,signup,install,B,155,108,0.9166666666666666,0.21052631578947367,1,0,0,0,0,0,1
100213,2026-03-21,33,Female,Bengaluru,Karnataka,India,Tamil,Sun,Evening,Vivo V27,iOS 16,Airtel,212.1,1,0,0,0,0,0,0,0,0,0,11,10,10,33,1,1,1,4,17,0,0,referral,notification_open,install,D,2,177,1.0909090909090908,0.23529411764705882,0,0,0,0,0,1,1
100214,2025-05-08,29,Male,Mumbai,West Bengal,India,Tamil,Sat,Afternoon,Redmi Note,iOS 17,Other,551.09,0,0,0,1,0,0,1,0,0,0,9,10,12,40,1,0,1,4,24,0,0,crm,notification_open,brand,C,76,36,0.9090909090909091,0.16666666666666666,1,0,0,0,0,1,1
100215,2025-01-04,27,Female,Delhi,Tamil Nadu,India,English,Thu,Night,OnePlus Nord,Android 14,BSNL,606.58,0,1,0,0,0,1,0,1,0,0,2,15,8,32,1,1,0,7,34,0,0,organic,app_launch,brand,C,137,59,0.1875,0.20588235294117646,0,0,1,0,1,1,1
100216,2025-02-27,53,Male,Mumbai,Tamil Nadu,UAE,Telugu,Sun,Night,OnePlus Nord,Android 13,Other,408.1,0,1,0,1,0,1,0,0,0,0,9,15,12,42,1,1,1,2,20,0,0,crm,notification_open,brand,B,53,83,0.625,0.1,1,0,1,0,1,1,1
100217,2024-07-31,34,Female,Pune,Telangana,India,Hindi,Fri,Night,OnePlus Nord,iOS 16,Airtel,372.23,0,1,1,0,1,0,0,0,0,0,11,10,7,32,1,1,0,3,21,0,0,referral,promo_click,brand,C,58,74,1.0909090909090908,0.14285714285714285,2,0,0,0,1,0,1
100218,2026-02-06,50,Female,Bengaluru,Karnataka,India,Telugu,Mon,Evening,iPhone 13,Android 14,Airtel,373.66,0,1,1,0,0,0,0,0,1,0,8,11,6,46,0,0,1,2,23,0,0,crm,view_home,brand,B,75,24,0.75,0.08695652173913043,1,0,0,0,0,0,0
100219,2024-12-30,30,Other,Chennai,West Bengal,India,Tamil,Mon,Night,Redmi Note,Android 14,Jio,551.31,1,1,0,0,0,0,0,1,0,0,9,16,15,35,1,1,1,1,22,0,0,crm,app_launch,welcome,D,166,40,0.5882352941176471,0.045454545454545456,0,0,1,1,0,1,1
100220,2024-06-18,32,Male,Chennai,West Bengal,India,English,Tue,Afternoon,Vivo V27,Android 12,Other,28.19,1,1,1,0,0,0,0,1,1,1,7,13,15,35,1,0,0,3,22,0,1,organic,promo_click,welcome,A,6,74,0.5714285714285714,0.13636363636363635,1,1,1,0,1,1,1
100221,2024-06-20,29,Male,Bengaluru,Telangana,India,Tamil,Mon,Night,Samsung A14,Android 14,BSNL,391.5,1,0,1,1,0,1,0,0,0,0,7,10,15,33,0,1,0,0,26,0,0,crm,promo_click,remarketing,A,11,15,0.7272727272727273,0.0,2,0,0,1,0,1,0
100222,2024-10-27,47,Male,Hyderabad,Tamil Nadu,India,Telugu,Thu,Afternoon,Redmi Note,iOS 16,Other,540.28,0,1,0,1,0,1,0,0,0,0,6,16,15,35,1,1,1,0,21,0,1,organic,promo_click,install,D,23,31,0.4117647058823529,0.0,1,0,1,1,1,1,1
100223,2024-08-09,53,Female,Chennai,Tamil Nadu,India,Tamil,Fri,Afternoon,iPhone 13,iOS 16,BSNL,110.22,0,1,1,0,0,0,0,0,0,1,10,10,19,27,1,1,1,2,26,0,0,referral,signup,brand,B,153,157,1.0,0.07692307692307693,1,0,0,1,1,1,1
100224,2025-02-02,36,Male,Chennai,Tamil Nadu,India,English,Wed,Afternoon,Samsung A14,iOS 16,BSNL,94.15,1,0,0,1,1,1,0,0,0,1,10,12,6,40,1,0,1,3,22,0,1,organic,app_launch,remarketing,A,62,92,0.8461538461538461,0.13636363636363635,2,1,0,0,1,0,1
100225,2025-10-10,34,Male,Hyderabad,Telangana,UK,Hindi,Mon,Evening,OnePlus Nord,iOS 16,Vi,215.63,1,1,0,0,0,0,0,0,0,0,5,14,12,35,1,0,1,3,22,1,0,referral,signup,brand,D,159,162,0.4,0.13636363636363635,0,0,1,0,1,1,1
100226,2026-01-24,39,Female,Pune,Maharashtra,India,English,Fri,Evening,Redmi Note,Android 12,Jio,151.91,1,0,0,0,1,0,0,0,0,0,10,11,15,35,1,1,1,2,20,0,0,referral,view_home,remarketing,B,140,13,0.9166666666666666,0.1,1,0,0,0,0,1,0
100227,2026-02-21,43,Male,Chennai,Delhi,India,Tamil,Wed,Night,Redmi Note,Android 12,Other,140.1,0,0,0,0,1,0,0,1,0,1,11,16,19,35,0,1,0,0,23,0,0,meta,notification_open,brand,D,159,49,0.7058823529411765,0.0,1,0,0,1,0,1,1
100228,2024-11-19,52,Male,Pune,Delhi,India,English,Fri,Night,OnePlus Nord,Android 14,Jio,541.05,0,0,0,0,0,0,0,1,0,0,11,12,8,30,1,0,1,3,22,0,0,organic,app_launch,install,D,13,46,0.9230769230769231,0.13636363636363635,0,0,0,0,1,1,1
100229,2026-03-03,28,Other,Bengaluru,West Bengal,India,English,Mon,Afternoon,Redmi Note,Android 13,Airtel,141.74,0,1,1,0,0,0,0,0,0,0,13,9,13,37,1,0,0,6,30,0,0,google,notification_open,install,B,123,68,1.4,0.2,1,0,0,0,1,1,1
100230,2024-10-25,45,Female,Bengaluru,Maharashtra,India,Telugu,Sun,Morning,Redmi Note,Android 14,BSNL,132.24,0,1,0,0,0,0,0,1,0,0,10,12,15,39,0,0,1,2,24,0,0,google,signup,welcome,B,116,20,0.8461538461538461,0.08333333333333333,0,0,0,0,0,0,1
100231,2025-01-04,35,Male,Kolkata,Delhi,UAE,English,Mon,Afternoon,Redmi Note,Android 14,Jio,385.75,1,1,0,0,0,0,0,1,0,1,12,13,17,39,1,1,1,4,29,0,0,crm,view_home,install,D,130,9,0.9285714285714286,0.13793103448275862,0,0,0,0,0,1,1
100232,2025-03-19,25,Male,Kolkata,Karnataka,India,English,Mon,Night,OnePlus Nord,iOS 17,BSNL,153.83,1,0,1,0,0,0,0,0,0,0,11,14,22,42,0,1,1,2,29,0,0,google,signup,welcome,B,126,81,0.8,0.06896551724137931,1,0,0,1,1,0,1
100233,2026-04-06,40,Male,Kolkata,Telangana,India,Telugu,Fri,Afternoon,Samsung A14,Android 13,Jio,119.94,0,1,0,0,1,0,0,0,0,1,12,19,12,39,1,1,1,3,19,0,0,referral,view_home,remarketing,D,96,28,0.65,0.15789473684210525,1,0,0,0,0,1,1
100234,2025-06-12,56,Female,Pune,Karnataka,India,Tamil,Thu,Night,Vivo V27,Android 13,Other,223.18,0,0,0,0,0,0,0,0,0,0,6,14,19,37,1,1,1,5,26,0,0,meta,notification_open,welcome,D,10,70,0.4666666666666667,0.19230769230769232,0,0,1,0,1,0,0
100235,2026-03-02,45,Male,Hyderabad,Delhi,UK,Telugu,Wed,Afternoon,OnePlus Nord,iOS 17,Other,229.63,0,1,0,1,0,0,0,0,0,1,8,17,11,29,0,1,1,1,22,1,0,referral,promo_click,install,D,47,58,0.5,0.045454545454545456,1,0,1,1,1,1,1
100236,2025-09-21,21,Female,Mumbai,Tamil Nadu,India,Telugu,Tue,Morning,Samsung A14,iOS 17,Airtel,122.62,1,0,0,1,0,0,0,0,0,0,4,8,11,41,0,0,1,3,28,0,0,organic,view_home,brand,A,49,13,0.5555555555555556,0.10714285714285714,1,0,1,0,0,1,1
100237,2024-09-09,31,Male,Hyderabad,Delhi,India,Hindi,Mon,Night,iPhone 13,Android 12,Airtel,429.67,1,0,0,1,0,1,0,1,0,0,11,15,12,39,1,1,1,4,26,0,1,referral,signup,brand,A,52,44,0.75,0.15384615384615385,1,0,0,0,0,1,1
100238,2024-08-10,27,Female,Bengaluru,Karnataka,India,Tamil,Wed,Night,Redmi Note,iOS 16,BSNL,385.18,1,0,0,0,0,0,0,0,0,0,5,17,15,31,0,1,1,3,16,0,0,referral,signup,welcome,B,6,113,0.3333333333333333,0.1875,0,0,1,0,1,1,1
100239,2024-10-13,43,Male,Chennai,Tamil Nadu,India,English,Fri,Afternoon,iPhone 13,Android 13,Other,624.42,1,0,1,0,0,0,0,0,0,0,8,12,11,29,1,0,1,3,19,0,0,crm,notification_open,organic,D,98,149,0.6923076923076923,0.15789473684210525,1,0,0,0,0,0,1
100240,2026-02-20,32,Male,Hyderabad,Telangana,India,English,Sun,Evening,OnePlus Nord,Android 14,Other,844.26,0,1,1,0,1,1,0,0,0,0,9,14,18,32,1,1,1,2,29,0,0,crm,app_launch,brand,C,152,84,0.6666666666666666,0.06896551724137931,2,0,0,1,1,0,0
100241,2025-03-08,31,Male,Kolkata,Karnataka,India,English,Mon,Morning,Samsung A14,iOS 16,Vi,104.9,1,1,0,0,0,1,0,0,0,1,5,11,14,32,1,1,0,4,19,0,0,crm,view_home,welcome,B,49,138,0.5,0.21052631578947367,0,0,1,0,1,0,1
100242,2024-09-28,59,Female,Delhi,West Bengal,India,Telugu,Fri,Night,Redmi Note,Android 14,Jio,224.65,1,0,1,1,0,0,0,0,0,0,10,14,18,44,0,1,0,5,34,0,0,referral,app_launch,remarketing,C,156,34,0.7333333333333333,0.14705882352941177,2,0,0,0,0,0,1
100243,2025-04-04,26,Male,Mumbai,Karnataka,India,English,Fri,Night,Redmi Note,Android 14,BSNL,668.48,0,1,0,1,0,0,0,0,0,0,7,23,15,27,1,1,1,2,34,0,0,google,notification_open,welcome,B,140,34,0.3333333333333333,0.058823529411764705,1,0,1,1,1,1,1
100244,2025-05-05,58,Male,Mumbai,Telangana,UK,English,Tue,Afternoon,Samsung A14,iOS 17,Airtel,97.14,1,1,0,0,0,0,0,0,0,0,6,14,20,37,0,1,1,2,25,1,0,organic,signup,welcome,B,94,153,0.4666666666666667,0.08,0,1,1,0,1,1,1
100245,2024-08-13,56,Female,Chennai,Delhi,India,Hindi,Fri,Night,OnePlus Nord,iOS 17,BSNL,261.48,1,1,1,0,0,0,0,1,1,0,5,11,16,27,1,1,1,1,20,0,1,meta,app_launch,welcome,A,118,147,0.5,0.05,1,0,1,1,1,1,1
100246,2025-03-25,38,Male,Kolkata,Telangana,UK,Hindi,Mon,Morning,Samsung A14,iOS 16,Airtel,108.82,0,1,0,0,0,0,1,0,1,0,7,9,13,22,1,1,1,1,22,0,0,google,app_launch,install,A,84,75,0.8,0.045454545454545456,0,0,0,1,1,1,1
100247,2025-04-24,48,Male,Chennai,Delhi,India,Hindi,Wed,Evening,Samsung A14,iOS 16,Airtel,155.0,0,1,0,1,0,0,0,0,0,0,6,20,16,30,0,1,0,3,14,0,0,referral,view_home,install,C,43,167,0.3333333333333333,0.21428571428571427,1,0,1,0,0,1,0
100248,2024-12-05,57,Female,Kolkata,Tamil Nadu,India,Telugu,Fri,Night,Vivo V27,Android 13,BSNL,544.32,1,1,0,0,0,1,0,0,0,0,9,7,20,36,0,1,1,3,23,0,0,google,app_launch,remarketing,A,81,77,1.25,0.13043478260869565,0,0,0,0,0,1,1
100249,2024-06-16,38,Male,Pune,Maharashtra,India,Tamil,Sun,Afternoon,Samsung A14,Android 13,Airtel,220.16,0,1,0,0,0,0,0,0,0,0,10,11,10,25,1,1,1,1,26,0,0,organic,promo_click,welcome,C,33,72,0.9166666666666666,0.038461538461538464,0,0,0,1,1,0,0
100250,2024-09-10,58,Female,Hyderabad,West Bengal,India,Tamil,Wed,Afternoon,Samsung A14,iOS 16,BSNL,753.92,0,0,1,0,0,0,0,0,0,0,7,15,11,41,0,1,1,3,30,0,0,referral,promo_click,install,A,131,94,0.5,0.1,1,0,1,0,1,0,1
100251,2025-03-29,34,Male,Chennai,Maharashtra,India,Telugu,Sun,Night,Vivo V27,iOS 17,Jio,520.35,0,0,0,1,0,1,1,1,0,0,7,15,15,30,1,1,0,2,24,0,0,google,notification_open,install,D,162,60,0.5,0.08333333333333333,1,0,1,0,1,0,1
100252,2025-11-06,50,Male,Bengaluru,West Bengal,India,Hindi,Mon,Night,Redmi Note,iOS 17,Vi,149.54,1,1,1,0,0,0,0,0,0,0,7,11,22,24,1,1,0,1,20,0,0,crm,app_launch,remarketing,D,60,52,0.6666666666666666,0.05,1,0,0,1,0,0,0
100253,2025-11-09,43,Male,Chennai,Delhi,India,Tamil,Tue,Afternoon,Redmi Note,Android 13,Other,144.01,0,1,1,0,1,0,0,0,0,0,9,17,10,33,1,1,1,3,19,0,1,organic,notification_open,brand,C,85,8,0.5555555555555556,0.15789473684210525,2,0,1,0,1,1,0
100254,2024-11-09,21,Male,Mumbai,Telangana,India,Hindi,Fri,Evening,Redmi Note,iOS 16,Other,137.93,0,1,1,0,0,0,0,1,0,0,16,15,11,34,1,1,0,0,34,0,0,google,promo_click,organic,C,0,166,1.0625,0.0,1,0,0,1,1,0,1
100255,2025-08-22,39,Female,Pune,Maharashtra,India,Tamil,Thu,Evening,Vivo V27,Android 12,Jio,90.99,1,1,0,0,1,1,0,0,0,0,9,11,17,38,1,0,1,4,21,0,0,google,signup,remarketing,D,109,138,0.8333333333333334,0.19047619047619047,1,1,0,0,1,1,1
100256,2026-03-26,23,Female,Chennai,Tamil Nadu,India,English,Sun,Morning,Vivo V27,Android 14,Other,865.9,1,0,1,0,0,0,0,0,0,0,7,8,16,31,0,1,1,2,28,0,0,referral,view_home,install,C,103,44,0.8888888888888888,0.07142857142857142,1,0,0,1,0,1,1
100257,2025-07-02,51,Male,Chennai,West Bengal,India,Tamil,Sun,Afternoon,OnePlus Nord,Android 14,BSNL,596.94,1,1,1,1,1,0,0,0,0,0,8,14,13,27,1,1,1,3,31,0,0,meta,notification_open,remarketing,B,160,62,0.6,0.0967741935483871,3,0,1,0,0,0,1
100258,2025-08-06,26,Female,Hyderabad,Telangana,UAE,Hindi,Thu,Morning,OnePlus Nord,Android 14,Jio,150.24,1,0,1,0,0,0,0,0,0,0,9,12,8,25,1,1,1,9,11,0,0,referral,app_launch,organic,C,22,95,0.7692307692307693,0.8181818181818182,1,0,0,0,0,0,0
100259,2025-03-02,47,Female,Mumbai,Karnataka,USA,Tamil,Sun,Evening,Redmi Note,Android 14,BSNL,367.68,0,0,0,0,0,0,0,0,0,1,5,10,17,35,1,1,1,2,20,0,0,meta,signup,brand,D,162,93,0.5454545454545454,0.1,0,0,1,0,1,1,1
100260,2025-08-08,31,Male,Pune,Delhi,UAE,Tamil,Tue,Afternoon,OnePlus Nord,Android 13,Vi,588.05,1,0,0,0,0,0,1,0,0,0,7,13,12,34,0,1,1,2,21,0,0,google,view_home,welcome,A,151,76,0.5714285714285714,0.09523809523809523,0,0,1,0,1,1,1
100261,2025-11-06,57,Male,Hyderabad,Tamil Nadu,India,Hindi,Mon,Morning,Samsung A14,Android 12,Vi,195.69,0,0,1,0,0,0,0,0,1,0,6,13,17,29,0,1,1,1,24,0,0,referral,promo_click,welcome,A,20,123,0.5,0.041666666666666664,1,0,1,1,1,1,0
100262,2024-07-17,56,Male,Bengaluru,Maharashtra,India,Hindi,Fri,Morning,OnePlus Nord,iOS 16,Jio,504.97,1,0,0,0,1,0,0,1,0,1,2,15,15,32,0,1,1,9,21,0,0,referral,promo_click,install,B,30,97,0.1875,0.42857142857142855,1,0,1,0,1,0,1
100263,2026-01-08,47,Male,Mumbai,West Bengal,India,Telugu,Sat,Evening,Vivo V27,Android 14,Airtel,275.7,1,0,0,0,0,0,0,0,0,0,9,8,17,35,0,1,1,4,25,1,1,referral,notification_open,install,D,37,17,1.1111111111111112,0.16,0,0,0,0,0,1,1
100264,2025-03-29,51,Male,Delhi,Karnataka,India,Telugu,Thu,Evening,iPhone 13,iOS 16,Airtel,713.67,0,1,0,0,0,0,0,0,0,1,7,12,10,33,1,1,0,2,33,0,0,crm,view_home,brand,C,131,42,0.6153846153846154,0.06060606060606061,0,0,1,1,1,1,1
100265,2026-04-21,30,Female,Bengaluru,Tamil Nadu,India,Hindi,Mon,Morning,iPhone 13,Android 12,Vi,435.87,0,1,0,1,0,1,0,1,0,0,13,12,12,40,1,1,1,5,24,0,1,crm,notification_open,brand,B,130,72,1.0769230769230769,0.20833333333333334,1,0,0,0,1,0,0
100266,2025-09-04,58,Male,Bengaluru,Telangana,India,English,Tue,Morning,Samsung A14,Android 14,Jio,164.5,0,0,0,0,0,1,0,1,0,0,10,13,17,32,1,1,1,4,26,0,0,organic,app_launch,welcome,B,176,45,0.7857142857142857,0.15384615384615385,0,0,0,0,1,1,1
100267,2026-05-04,29,Female,Hyderabad,Tamil Nadu,India,Tamil,Wed,Morning,Vivo V27,iOS 16,Vi,222.49,1,0,0,1,0,1,0,0,0,0,8,7,13,36,1,1,1,2,16,0,0,organic,signup,remarketing,D,56,178,1.125,0.125,1,0,0,0,0,0,1
100268,2024-08-02,19,Female,Mumbai,Karnataka,India,English,Sat,Evening,iPhone 13,iOS 16,Airtel,590.66,1,0,0,0,0,0,0,0,0,0,12,18,14,43,1,1,1,3,23,0,0,crm,promo_click,remarketing,D,41,157,0.6842105263157895,0.13043478260869565,0,0,0,0,1,1,0
100269,2025-01-15,39,Male,Hyderabad,Telangana,India,English,Sat,Evening,OnePlus Nord,iOS 17,Airtel,358.59,0,1,1,1,0,0,0,0,0,0,16,9,12,36,0,0,1,2,20,1,0,crm,notification_open,remarketing,A,108,32,1.7,0.1,2,0,0,0,0,1,1
100270,2025-12-03,45,Female,Delhi,Telangana,USA,Telugu,Sat,Night,Redmi Note,Android 13,Airtel,26.87,0,0,1,1,0,0,0,1,0,1,7,12,15,38,1,0,1,2,34,0,0,crm,signup,brand,C,44,143,0.6153846153846154,0.058823529411764705,2,1,1,1,1,1,1
100271,2025-04-04,59,Female,Bengaluru,West Bengal,India,English,Fri,Night,iPhone 13,iOS 17,Other,119.15,1,0,0,0,0,0,0,1,0,0,9,8,8,35,0,1,1,3,18,0,0,google,view_home,install,B,174,13,1.1111111111111112,0.16666666666666666,0,0,0,0,1,0,1
100272,2025-09-05,46,Female,Kolkata,Maharashtra,India,Hindi,Mon,Evening,Redmi Note,Android 12,Airtel,459.52,1,1,0,0,0,0,0,0,0,0,8,14,15,30,1,1,1,0,21,0,0,google,notification_open,organic,D,8,64,0.6,0.0,0,0,1,1,1,1,1
100273,2026-03-02,51,Female,Mumbai,Telangana,India,Tamil,Thu,Afternoon,OnePlus Nord,Android 14,BSNL,209.45,0,0,0,0,0,0,1,1,0,0,12,7,15,35,1,1,0,2,19,0,0,crm,app_launch,brand,C,157,97,1.625,0.10526315789473684,0,0,0,0,1,1,0
100274,2025-09-13,19,Female,Bengaluru,West Bengal,USA,English,Fri,Afternoon,OnePlus Nord,iOS 17,BSNL,138.68,1,0,1,1,0,0,0,0,1,0,9,10,14,35,1,1,1,3,24,0,0,google,signup,remarketing,C,11,78,0.9090909090909091,0.125,2,0,0,0,0,0,0
100275,2026-01-27,30,Female,Hyderabad,Karnataka,India,English,Sun,Afternoon,iPhone 13,Android 14,Other,459.6,0,1,1,0,0,1,0,0,0,0,6,13,9,35,1,0,1,1,22,0,0,crm,signup,welcome,A,22,31,0.5,0.045454545454545456,1,0,1,1,1,1,0
100276,2025-02-13,43,Female,Delhi,Karnataka,India,Telugu,Wed,Evening,Redmi Note,iOS 16,Vi,254.25,0,0,0,0,0,0,0,0,0,0,15,15,11,36,1,1,1,2,22,0,0,referral,app_launch,brand,C,165,39,1.0,0.09090909090909091,0,0,0,0,1,1,1
100277,2026-02-10,24,Male,Chennai,Karnataka,India,Tamil,Sun,Morning,iPhone 13,Android 13,Vi,304.2,1,1,0,1,0,1,0,0,0,1,9,16,18,39,1,1,1,2,23,0,0,organic,app_launch,brand,B,34,9,0.5882352941176471,0.08695652173913043,1,0,1,0,0,0,1
100278,2026-02-07,53,Female,Kolkata,Telangana,UK,Hindi,Thu,Afternoon,OnePlus Nord,Android 14,Other,429.32,1,1,1,0,0,0,0,1,1,0,3,10,12,35,1,1,1,2,22,0,0,organic,view_home,organic,B,114,25,0.36363636363636365,0.09090909090909091,1,0,1,0,0,1,1
100279,2025-02-24,28,Male,Hyderabad,Delhi,India,Hindi,Sun,Evening,OnePlus Nord,Android 12,Other,217.43,0,0,1,0,1,0,0,0,0,1,6,15,13,38,1,1,0,4,26,0,1,referral,view_home,organic,B,89,83,0.4375,0.15384615384615385,2,0,1,0,1,1,1
100280,2026-04-23,43,Male,Delhi,Karnataka,India,English,Fri,Morning,iPhone 13,iOS 16,BSNL,500.99,1,1,0,0,0,0,0,0,0,0,12,11,15,40,1,0,1,4,25,0,0,organic,notification_open,install,D,136,54,1.0833333333333333,0.16,0,0,0,0,1,1,1
100281,2024-12-31,37,Female,Hyderabad,West Bengal,India,Tamil,Wed,Evening,OnePlus Nord,Android 13,BSNL,774.17,0,1,1,0,0,1,0,0,0,0,9,8,11,43,1,1,1,1,23,0,0,meta,view_home,brand,C,147,83,1.1111111111111112,0.043478260869565216,1,0,0,1,1,0,0
100282,2025-04-24,40,Female,Chennai,Tamil Nadu,India,Tamil,Thu,Night,iPhone 13,iOS 17,Other,298.69,0,1,0,0,0,0,1,0,0,0,9,11,9,28,1,1,1,2,31,0,0,crm,promo_click,welcome,B,122,91,0.8333333333333334,0.06451612903225806,0,0,0,1,1,1,1
100283,2024-08-02,35,Male,Pune,West Bengal,India,Telugu,Tue,Evening,Redmi Note,iOS 17,Vi,147.8,0,0,1,0,0,0,0,0,0,1,8,5,16,28,0,0,0,6,16,0,0,organic,view_home,brand,A,143,107,1.5,0.375,1,0,0,0,0,1,1
100284,2026-01-25,56,Male,Chennai,Karnataka,UAE,Telugu,Wed,Morning,OnePlus Nord,Android 12,Vi,81.34,0,1,0,0,0,1,0,0,0,0,13,8,13,36,1,1,0,5,25,0,0,meta,view_home,organic,D,157,119,1.5555555555555556,0.2,0,1,0,0,1,1,1
100285,2024-09-11,47,Female,Chennai,Telangana,India,English,Thu,Afternoon,OnePlus Nord,Android 13,Jio,188.87,1,1,0,0,0,0,0,1,0,1,8,12,12,40,1,1,1,1,28,0,0,google,app_launch,install,A,67,115,0.6923076923076923,0.03571428571428571,0,0,0,1,1,1,0
100286,2026-02-25,50,Male,Bengaluru,Telangana,UAE,English,Wed,Evening,iPhone 13,iOS 17,Vi,150.89,0,1,0,1,0,0,0,0,0,0,8,19,15,34,1,1,1,1,21,0,0,referral,notification_open,install,B,62,151,0.45,0.047619047619047616,1,0,1,1,1,0,1
100287,2025-03-07,24,Female,Delhi,Telangana,India,Tamil,Fri,Morning,Redmi Note,Android 14,Vi,661.32,1,0,0,0,0,0,0,0,0,0,7,14,18,32,1,1,1,1,29,0,0,organic,signup,welcome,B,68,9,0.5333333333333333,0.034482758620689655,0,0,1,1,1,1,1
100288,2024-06-13,34,Female,Hyderabad,Telangana,India,English,Sun,Afternoon,iPhone 13,iOS 17,BSNL,418.8,1,0,1,0,0,0,0,0,0,1,9,8,18,28,1,1,0,2,30,1,1,organic,promo_click,brand,C,67,91,1.1111111111111112,0.06666666666666667,1,0,0,1,1,1,1
